Name,WikiTitle,WikiPageId
Thomas Stokes,Q16235059,31405273
Kate Mara,Q231249,3839790
Olga Grushin,Q7086575,15569462
James Caulfield,Q16200747,40060354
Debra Messing,Q228739,350387
Jason Reitman,Q314502,4397190
Carole Shorenstein Hays,Q5044732,6894531
Menachem Rosensaft,Q6816380,9939167
Roberto Donadoni,Q294718,1013062
Gabe Kaplan,Q724348,385243
Dennis B. Levine,Q5258644,2046991
Tara Donovan,Q3515545,3963175
John King Fairbank,Q1394780,1474234
Delmore Schwartz,Q1184545,307775
Boss Hogg,Q2911540,1967983
Frank A. Dunn,Q5486341,679729
Yannick Alleno,Q2896218,30080694
Wolf Biermann,Q323063,431926
Josh Sharpless,Q16221579,6237629
Baron Rothschild,Q617921,513694
Mary Mahoney,Q6779398,5461481
Thaddeus Young,Q59547,9193065
Zoe Lofgren,Q218217,408829
Buzzie Bavasi,Q5003586,1868860
A. J. Soprano,Q2723839,515884
James V,Q137814,50552
Lynn Hershman Leeson,Q6709060,6814223
Arnaldo Otegi,Q547356,1624268
Paul Feiner,Q7151484,7432906
James Foley,Q721389,6209596
David Bevington,Q5231395,1728482
Marcus Buckingham,Q844288,6941174
Jon Vickers,Q708622,1338168
Theresa Burke,Q7782852,1775257
Nancy Schweitzer,Q445823,1202670
Mennan Yapo,Q69105,10278941
Joe Nacchio,Q6285737,2211074
Rudolf Bultmann,Q76327,526931
Tony Hillerman,Q181920,294525
Larry Bryggman,Q945928,867657
Patricia Birch,Q7145466,6057822
Tom Topor,Q7817855,23772638
Sam Worthington,Q82085,2964059
Erik Bruhn,Q1320382,534599
William Bernbach,Q326108,3140750
John R. Miller,Q1701577,813789
John F. Russo,Q16204479,17119304
Ed Jew,Q5334996,8457921
Diane E. Meier,Q5271439,26259592
Johann Nepomuk Hummel,Q151953,295700
David Maraniss,Q5237116,2484240
Asra Nomani,Q3625354,2464121
Richie Sambora,Q295153,131222
Michael Esper,Q16210636,40154893
John Markell,Q6246764,16377600
Slide Hampton,Q1369035,1192492
Matthew Pearl,Q180223,1162042
Dwight Schrute,Q4169030,2893414
Stephanie Herseth,Q267740,698190
Rick Elice,Q7331368,10000310
Richard C. Reid,Q1930632,176943
Drea De Matteo,Q232965,524637
Betsey Johnson,Q467665,2234792
Suzanne Somers,Q242939,30876264
Philip Nolan,Q3379062,4662811
Marian Gaborik,Q447291,718812
Julia Scheeres,Q4977284,13236457
William Berloni,Q19892061,37361352
Bill Lockyer,Q2903273,2558910
Matthew Williamson,Q261862,1632284
Ashraf Qazi,Q2866576,1648037
Greg Aquino,Q3116179,1517669
Joseph Banks,Q153408,39657
Eric Solomon,Q5387548,36089465
Benjamin Sonnenberg,Q4889245,27895183
Roger Altman,Q3438646,1229501
Eric Wedge,Q3056430,1942356
John J. Burzichelli,Q6240965,2976217
Ian Curtis,Q207867,40547
Aaron Marvin,Q16229661,39695663
Mary Ann Evans,Q131333,13049
Tommy James,Q1150457,183748
Susanne Bartsch,Q7648747,21050272
June Cohen,Q2621338,22222382
Bob Buck,Q4931970,11113447
Julia Stiles,Q210120,508717
Tim Raines,Q3025632,775271
Sao Feng,Q998694,5950581
Anna Diggs Taylor,Q560127,6523506
Melissa Jo Peltier,Q19864797,46443837
Carol Sloane,Q276289,7947855
George W. Romney,Q520275,318677
Midge Decter,Q3312666,647197
Cooley Godward Kronish,Q5167436,32044268
Danielle Scott,Q258175,14510268
Wayne T. Gilchrest,Q501808,414528
Michael Moriarty,Q531869,916718
Ed Whitfield,Q544795,412960
Naeem Bokhari,Q6958079,2792602
Thomas Oliphant,Q7792873,2267401
C. W. Bill Young,Q862680,410994
Jacob Landau,Q6118916,2138620
Stanley Cowell,Q345934,3738757
Michael Ruhlman,Q6834019,6955596
Mari Alkatiri,Q11664,393804
A. J. Wright,Q4652087,5663221
Jeff Hartwig,Q724604,6272278
Andre Iguodala,Q136816,2421536
Giuliano Montaldo,Q53028,2878977
John Nebel,Q6672751,2847186
Tommy Dorsey,Q313529,175068
Mike York,Q705474,1846372
Al Goldstein,Q4141395,337427
Kordell Stewart,Q3246874,882971
Theodore Sorenson,Q518197,1089286
Carole Migden,Q1044298,1265546
Sam Davis,Q7407399,845191
Emma Marris,Q19662329,46187865
Brandon Jenkins,Q4956913,29797751
Brandon Medders,Q2923769,5293244
Steve Kurtz,Q13583045,15165357
Bernard Sherman,Q4893646,13253256
Chris Ray,Q1041532,3423505
Shawn Riggans,Q7491450,8533338
Diane Greene,Q11614,17883647
Jennifer Sullivan,Q6178864,5641845
Mark Corallo,Q6767150,5251846
Paul Schoenfield,Q374750,3227848
John Franco,Q8836325,481176
Nellie Forbush,Q1535240,167964
Jeb Hensarling,Q538785,7052966
Eric Cutler,Q5386332,18235150
William Cowper,Q315537,162109
Peter Harvey,Q7174567,7159408
Jesse L. Martin,Q728496,1107510
Scott Blasi,Q15040024,40035805
Jose Lima,Q495884,1277822
Pat Malone,Q7143698,8459231
Charles R. Schwab,Q1066027,1319448
Dave Navarro,Q352473,264313
Ekene Ibekwe,Q979715,6799096
Jack Casady,Q968070,1475388
Sabrina Jeffries,Q7396415,9331392
Bobby Holik,Q888570,1250344
John Harlacher,Q6237815,9452341
David Denby,Q1174197,5752370
Jessica Makinson,Q6187342,10615511
Colman Domingo,Q5147723,15716274
Mark Begich,Q454133,1703573
Sung Kang,Q317563,5818440
Hank Baskett,Q1433425,5211571
Brian Blade Fellowship,Q911894,558946
Jodi Kantor,Q13605899,12980962
Thomas Bewick,Q437594,221902
Cloris Leachman,Q230131,521820
Greivis Vasquez,Q1363177,10488317
M. Night Shyamalan,Q51489,73631
El Anatsui,Q1323876,8165775
Lucy Thurber,Q6698534,13377532
Hilary Clark,Q5760924,24205907
Steve Landesberg,Q656258,1781361
Sam Troughton,Q3041680,4228941
Lindsay Doran,Q13516699,37865707
Wally Lamb,Q2543147,3574239
Leslie Sands,Q6531116,19832434
Tony Orlando,Q726057,850631
Roland Mesnier,Q965161,858508
David Fay,Q16230322,40689896
Lou Holtz,Q1538280,1201971
Lisa Phillips,Q18354443,44049490
Margaret Booth,Q508875,144863
Van Arsdale,Q7913124,7605440
Peter Forster,Q336912,8038697
Dennis Heaton,Q5258503,27680090
Richard Widmark,Q320036,616774
Darryl Hall,Q5225387,16385903
Fernande Olivier,Q453775,29372654
Manthia Diawara,Q3286629,19669821
Ted Cohen,Q7693073,32636889
Jim Brower,Q3178746,2370917
Josh Gates,Q6288889,13337212
Katherine Mansfield,Q270632,162903
Walter Pfeiffer,Q279824,18224213
Bois Sec Ardoin,Q330083,11294722
Mary Wheeler,Q435958,26586432
Mudawi Ibrahim Adam,Q16150836,31580640
Edward Rochester,Q182961,55438
Nate Livings,Q6968680,14313049
Bill Geist,Q4909115,9715344
Mickalene Thomas,Q3311753,6354686
Ham Tran,Q5643887,9064288
Richard Scrushy,Q7327566,1520252
Georges Remi,Q52985,14317
Jill Lepore,Q6192915,22469182
Peter Staley,Q16194346,40232885
Dmitry Lipkin,Q5285745,11700694
Lou Gossett Jr,Q329719,598484
Olga Borodina,Q24166,8521006
Nicolas Kent,Q7029700,37369304
Howard Eskin,Q5919580,2852674
Eddie Henderson,Q5336121,10784413
Russ Ortiz,Q7381202,1088223
Chartchai Ngamsan,Q5086715,8885262
Eddie Gomez,Q948613,1314295
Trish Stratus,Q229310,9209618
Chemical Ali,Q214955,207041
Jose Carreras,Q485165,290553
Brock Enright,Q4972715,5288135
Edwin Mulitalo,Q4872962,2648264
Lucy Lane,Q10797402,1791696
Gabe Hall,Q5515333,11013134
Madison Smartt Bell,Q1635919,225107
Jo Swerling,Q369404,8549707
Jamie Goode,Q6146940,17264435
Kate Weare,Q6375848,17135359
Ryan Bukvich,Q7383922,11621821
Corey Patterson,Q2997270,966752
Daniel Mendelsohn,Q662119,6817114
Scott Baio,Q1276587,274386
Kyle Smith,Q6451443,11160875
Ken Field,Q2070620,9784610
Donald Wildmon,Q5295310,1209221
Pam Grier,Q233862,1046324
Charles Norton,Q19975011,46579088
Clint Courtney,Q5133936,5587786
Thierry Arbogast,Q580810,12699375
Grey Delisle,Q13938,1094567
Rhys Darby,Q1806933,2738051
Marina Oswald,Q1566435,809560
Paul M. Romer,Q509262,2662580
Thomas B. Griffith,Q7787246,21813239
Ralph Katz,Q7287738,23585701
Thomas Herrion,Q322955,2503440
Donnie Murphy,Q3036803,1574604
James Robert Parish,Q6142219,36203461
Sara Fanelli,Q7421619,31430669
Gil Grissom,Q1010452,1710611
Nydia Velazquez,Q434890,948525
Brian Maxwell,Q4964642,543579
Pat Perez,Q7143917,5953983
Melvyn Douglas,Q312084,161914
Harriette Cole,Q5664425,4984623
Sophie Kurys,Q7563020,15845246
John Penney,Q16734371,35737383
Beth Fowler,Q4897497,8673790
Paul Masson,Q4844008,1338911
Clotilde Dusoulier,Q15922128,38675823
Mara Yamauchi,Q450493,6937854
Ralph Whitehead,Q15998909,41519799
Andy Geiger,Q4760704,4506882
Kathleen Ferrier,Q240922,337029
Paul Bissonnette,Q1392468,3985608
Gordon Bethune,Q5584881,556520
Jimmy Kimmel Live,Q1315167,217252
Catharine Maria Sedgwick,Q5052109,1002119
Michelle Paige Paterson,Q6837195,16284539
Eric Fry,Q5386535,29795363
Mickey Roker,Q741767,16204528
Adam Stern,Q2824012,931420
Philip Green,Q2086195,722808
Jacob Collins,Q13426389,15110803
Randall Jarrell,Q972676,773039
Chelsea Handler,Q262502,3266703
Susan Ford,Q7647840,7172022
Leah Chase,Q6509170,3124020
Marcos Perez Jimenez,Q459118,194865
Walter Mossberg,Q722779,2417303
Mark Schubert,Q6769637,1793126
Tim Lincecum,Q1604,6426627
Mark Udall,Q631195,410128
Anita Weiss,Q273006,11503671
Steve Sarkisian,Q7613847,2595327
R. L. Burnside,Q2123902,795894
Stacey Dillard,Q7595827,28212234
Dennis Muren,Q1189377,2164845
Mitchell S. Steir,Q16186910,38983036
Jens Nygaard,Q2154660,24812416
Adrian Arrington,Q4684835,14354825
Kenny Vance,Q1738987,17646643
Nate Morton,Q6968688,8132732
Mitch Daniels,Q351330,1129654
Zach Thomas,Q3574509,1294890
Philip A. Giordano,Q7183614,5376793
Phil Garner,Q7181904,2200054
Antonio Graves,Q1646809,19692679
Stan Morris,Q7597808,12651547
Kenneth Noland,Q527001,17122
Marco Buchel,Q548381,3772976
Richard V. Allen,Q517683,285660
Takeshi Kawamura,Q7678125,13438108
Gerris Wilkinson,Q5552542,4949531
Alix Strauss,Q4727523,31192141
P. Kevin Castel,Q7117385,21806706
John Dunleavy,Q6230434,30679137
Susan Schulz,Q7648358,10408461
Emmanuelle Bercot,Q272804,24735238
Hurricane Rita,Q737890,2703248
Zrinka Cvitesic,Q227169,13582586
Charles Edward,Q160467,433228
Sancho Panza,Q630823,579572
Benjamin H. Rand,Q4888742,10607038
Istvan Marta,Q12815400,38925600
Franck Ribery,Q1918,3002912
Linda Baker,Q18684461,44772791
Carmella Decesare,Q263420,883656
Kyle Abraham,Q6451024,32500991
Stephen Garcia,Q7609291,24738488
Tracie Thoms,Q241160,2727449
Paramahansa Yogananda,Q312549,143475
John Friedman,Q85730,11020967
Gustavo Petro,Q704022,13391962
Donald Reilly,Q5295058,5679909
Al Rai,Q4704676,18968435
Rex Van De Kamp,Q897832,3654139
Rick Nash,Q456741,440423
Qasim Daoud,Q7267060,5520598
Freddie Mitchell,Q5496770,1339139
Giles Ungpakorn,Q2062767,1450840
Thomas W. Lamb,Q3525639,1653322
Michael Rothenberg,Q6833986,4678355
Tim Kring,Q319389,7193387
Jeff Skoll,Q710924,1324462
Shinya Yamanaka,Q80917,14373561
Scott Sternberg,Q7437313,33585511
Al Hayat,Q285738,4379805
Henri Paul,Q3199366,349983
Mickey Spillane,Q336081,144883
Thomas Fehlmann,Q352854,1379830
Ismail Haniyeh,Q152378,41207463
John De Mol,Q470847,1763045
Adam Petty,Q350619,418950
Claire Smith,Q5125314,18808945
Alfred Corning Clark,Q4722485,2657378
Grant Baze,Q18345900,44125160
Dmitri Shostakovich,Q80135,8520
Clea Lewis,Q5130422,5172647
Mary Weiss,Q6780940,1209613
James M. Smith,Q6138567,5274249
Erik Ralske,Q16199507,41559046
David Bishop,Q4355826,2167361
Kevin Sutherland,Q1740270,5857292
Zach Nelson,Q8063827,29846289
J. Ogden Armour,Q5559312,1556716
Lorraine Nicholson,Q2026768,7451910
Robert Sean Leonard,Q193160,1935771
Fianna Fail,Q216517,11536
Timothy Lewis,Q7807321,18604638
Gary Knell,Q5525379,33519604
Pat Cooper,Q7143321,2515723
Freeman Hrabowski,Q5500990,3032634
Richard J. Davidson,Q2149302,3853565
Emily Mitchell,Q5372292,10191326
Nimrod Antal,Q771774,2854804
Michael Jacobs,Q3308269,8540160
Sonia Braga,Q238993,1627104
Hagit Yaso,Q2894620,32844720
Juan Lara,Q3187705,6861877
Bobby Crosby,Q2907944,1349259
Eva Lee,Q456364,2508479
Kathe Koja,Q521613,2598907
Garrett Morris,Q2916869,102980
William T. Wiley,Q2581047,14875464
Christophe Rochus,Q441059,2527255
Camilo Villegas,Q1029512,4277791
Cliff Jackson,Q550190,16658783
Leslie Caron,Q230023,17505
Jason Howland,Q6162736,33486191
Brooks Stevens,Q1770456,916074
Thor Heyerdahl,Q133622,37799
Al Kaline,Q202323,374601
Smith Barney,Q448532,789909
Mario Galaxy,Q170489,5076476
Port St. Lucie,Q667749,109799
Adriano Moraes,Q4685595,10426041
Rosa Goldstein,Q1756245,14622646
Evan Harrison,Q5415414,27967493
Rene Kohler,q7313739,9614249
Chester Bennington,Q19198,142809
Antonio Daniels,Q640253,2440937
Charles Clarke,Q333758,304386
David Scott,Q278656,327575
James Rizzi,Q1237656,8111673
Jerzy Popieluszko,Q156277,360720
David J. Rothkopf,Q1176391,2121298
De Rham,Q116966,398699
Diane Denish,Q5271431,3257016
Andrew Litton,Q2133568,3551843
Max Quinzani,Q16232370,27689328
Kevin Daniels,Q2248493,23433369
Brian Butterfield,Q4963237,4997577
Danny Granger,Q318929,2181726
Patrick Jenkins,Q7146841,34926999
Steve Schwarzman,Q552465,885070
Nihat Zeybekci,Q1989879,41480676
Alex Ferguson,Q44980,43223
Julie Kavner,Q228893,113157
Jonathan Littell,Q314969,7395831
John Polidori,Q364264,16266
Igor Raykhelson,Q2200333,37721471
Ellen Blau,Q3739851,31552544
Mike Jackson,Q716899,325393
J. M. Synge,Q213447,349496
Michael Knott,Q16730937,3620176
David Krejci,Q944189,9209089
Howard W. Smith,Q1631939,3602605
John Fabrizi,Q6245793,5646182
Roy Lee,Q1990920,7707155
Douglas F. Gansler,Q5300500,7327952
Joyce Johnson,Q273938,1803346
Tony Potts,Q7823203,8994393
Maureen Hynes,Q16203779,39471968
Andrew Edlin,Q4756877,33098562
Tracy Brown,Q7831700,35591809
Steven Nyman,Q722673,8510524
Adrian Hill,Q4685107,25571721
Kate Betts,Q6375373,27681423
James Denney,Q6132551,9627354
Harry Craddock,Q5668108,7120957
Sekou Toure,Q155402,391481
Roger Cohen,Q1566314,4040773
Joe Cocker,Q190076,88371
J. Allan Hobson,Q943092,10273332
Rocco Deluca,Q7353721,5094271
Daniel Carlat,Q5216752,31600628
Mitch Hedberg,Q2314865,607337
Ole Hanson,Q7085847,4264491
Pierre Berge,Q770037,1750118
Frank Sinatra Park,Q12857970,2144250
D. W. Winnicott,Q451348,369711
Zoe Strauss,Q8073309,8325522
Harry Caray,Q5667783,267676
David Soyer,Q1980144,2227610
Deborah Kampmeier,Q3704402,36791661
Edouard Jonas,Q3579906,39747740
Stephen Massicotte,Q7609920,21941719
Carolyn Bessette Kennedy,Q449173,30876201
Marya Martin,Q6781050,16543668
Tom Flores,Q2439654,329191
Donald Levy,Q16221578,39678917
Jeannette Gadson,null,44942229
Bobby Keppel,Q967856,10954739
Jon Runyan,Q1702841,1285229
David Jung,Q16730489,41205211
Olin Downes,Q7086909,727373
Daniel Sadek,Q247091,9856437
David Radler,Q5238867,2488212
Grand Cayman,Q737765,275261
Henri Childs,Q5715376,15816078
St. Jerome,Q44248,16005
Andrea Parkins,Q494655,11977410
Julie Gardner,Q1800397,2941821
Mary Palmer,Q16209994,39743420
Erika Anderson,Q533831,3088425
Michael E. Gronstal,Q6830814,8510864
Milton H. Erickson,Q311247,154327
Gene Mauch,Q3100462,870949
Pierre Gemayel,Q467100,1325327
Paul Young,Q360501,537138
Uzi Dayan,Q2909767,24235389
James Crumley,Q1680227,4196755
Tom Kuntz,Q7816510,22718323
John Rawls,Q172544,123612
Rheal Cormier,Q3429916,1474360
Rogier Van Der Weyden,Q68631,192488
Sebastiaan Bremer,Q7442346,19021108
Kris Newbury,Q931683,8661624
Marcel Granier,Q6756113,12543541
Dave Kaplan,Q3285282,17409033
Norman Hall,Q7052314,7532750
Reagan Democrats,Q2276626,151820
Jack Prelutsky,Q6114667,1369694
Anthony Drewe,Q4772423,13971841
Samuel Wilson,Q284812,749492
Lloyd Bentsen,Q455401,299257
Justin Speier,Q3190498,2334672
Scott Layden,Q7436676,8108727
Pepon Osorio,Q7166327,27162742
Jack Osbourne,Q724791,394763
Vannevar Bush,Q299595,32767
Joseph Lane,Q372848,887459
Roger Verge,Q532069,39605128
A. Raymond Randolph,Q4800090,2362358
William Zorach,Q385941,1082162
Jay Stern,Q17094345,39767106
Denys Arcand,Q363231,497787
Cappie Pondexter,Q444781,5028553
Bob Skube,Q4934010,31270349
Jack Finney,Q115674,510330
Phillip Bimstein,Q7185617,5941503
Henry Boucha,Q369373,2045581
Ric Ocasek,Q526406,483585
Cece Winans,Q538696,1177907
Mira Billotte,Q7995030,23572878
Paul Bollenback,Q7149431,30518134
Anthony Rapp,Q39983,1008352
Fran Kelly,Q5478150,37027529
Stephen Oppenheimer,Q1367045,1887929
Halas Hall,Q14687518,12468495
Liz Cheney,Q5362573,1320361
Bumpus Jones,Q2928149,2912651
Dave Eiland,Q5228724,4412345
Dagoberto Rodriguez Barrera,Q5208623,14136375
Michael Shifter,Q10329470,26358427
Susan Froemke,Q7647846,37706114
Lina Joy,Q3106703,10676998
Hank Gathers,Q3301468,2235242
John Carradine,Q312878,381312
Jay Craven,Q16241208,5955643
Jose Cuervo,Q1399467,3072373
Miguel Angel,Q6844883,37391166
Marc Lawrence,Q928456,1713015
Donald Keyser,Q5294641,6092022
Giovanni Sollima,Q585101,2132567
Madinat Jumeirah,Q1388000,20163080
Romain Gary,Q157322,82713
Michael Attenborough,Q3308003,2784134
Dacher Keltner,Q5207597,7327445
Joanne Brackeen,Q448896,3882441
Kristen Kjellman,Q6437778,25392706
Lee Grant,Q230184,768141
Tara Kirk,Q1108422,6180249
Tony Marino,Q7822875,11610132
Byrdie Bell,Q5004244,33220025
Hanga Roa,Q233369,381293
Giacomo Casanova,Q83321,231699
Anna Paquin,Q199884,276341
Gaius Octavian,Q5517469,3217137
Mark Rydell,Q953627,2631260
Terry Davies,Q7704285,19116579
Scott Seabol,Q625453,4289461
Tito Ortiz,Q459809,169662
Philip A. Cooney,Q1234742,2110865
Jimmy Osmond,Q1689414,2317982
M. T. Anderson,Q1909611,1773590
Zack Space,Q139887,4058815
Thomas R. Carper,Q457432,339186
David Cassidy,Q457306,88604
Gustav Faberge,Q1292151,3609298
Juan Ponce De Leon,Q185974,143363
Harlan K. Ullman,Q14593428,7548111
Theodor Herzl,Q44003,8233758
Paul T. Frankl,Q7153905,10036067
John Lee Hooker,Q44570,15830
David Cross,Q362332,2316263
Al Unser Jr,Q719173,768194
Roy R. Neuberger,Q972333,332221
Paul Emmel,Q7150497,7366533
Vanessa Ferlito,Q233724,663900
Karl Friedrich Schinkel,Q151759,307108
Cat Cora,Q4232577,1722860
Tweed Roosevelt,Q7857476,4568317
Larry Kudlow,Q652815,20663510
Sufian Abu Zaida,Q6714045,41427259
Edwin Dickinson,Q5346359,4228976
Phan Huy Chu,Q1154883,37951504
Pardon Tillinghast,Q7136595,24779554
Rodney G. King,Q338389,168601
Slade Gorton,Q742210,647693
Kit Mueller,Q6417467,33638973
Trevor Kavanagh,Q7839249,447692
Doug Blackwell,Q1322981,2016450
Thomas Vonn,Q354865,21413366
Dan Rattiner,Q5214253,26766414
Yvonne Constant,Q8062433,25235862
Randy Keisler,Q7292276,6130871
Madhur Jaffrey,Q2556603,1329600
Catalina Sandino Moreno,Q229972,1430940
Clyde Barrow,Q219937,68244
Gabe Reid,Q5515359,3436860
David Maisel,Q5237056,31738347
George Warrington,Q1508515,2194182
Mario Testino,Q958151,3006902
Carlos Rivas,Q2459757,15204630
Thomas Rongen,Q5414497,1063107
G. Gordon Liddy,Q952688,179342
Steve Winwood,Q314397,185481
Jack Beeson,Q323757,3759250
Sam Francis,Q526470,274032
Amy Lowell,Q265841,196773
Sasha Dobson,Q7425082,14920960
Joseph Nicolosi,Q1343251,3086671
Edith Bunker,Q5338506,311098
Nigel Marven,Q441484,5979388
Dan Patrick,Q5214175,12996777
Louisa Krause,Q6688529,35657350
Richard B. Alley,Q7323700,9424422
Karen Christensen,Q6369563,23886036
Joe Gordon,Q3180075,584906
Peter Stormare,Q295148,146676
Imogen Heap,Q230484,2127621
Alessandro Manzoni,Q1064,44845
Bryan Carrott,Q18685269,44842152
Steve Gadd,Q454031,1696515
James Posey,Q717793,2120493
Jane Curtin,Q234120,102947
Christine Pedi,Q5111144,7433878
Gretchen Bleiler,Q465764,1284540
Jesse Chacon,Q3915500,25359273
Hikaru Hayashi,Q1618037,20023487
Tom Gale,Q7815885,33688312
Ryan Malone,Q1276120,3684892
Kevin Puts,Q6397282,7342960
Tetsuro Matsuzawa,Q467293,6936074
Omri Sharon,Q1344931,1829179
Karel Roden,Q463683,1155662
Julio Cesar Chavez,Q471461,82394
Betty Harris,Q2900243,13600261
Irrfan Khan,Q360927,1157225
Sarah Lucas,Q267786,1229807
De Rothschild,Q159386,179855
Marc Connelly,Q430076,53967
Elvin Bale,Q5368065,10089082
Nicholas Ogarev,Q374362,3006672
Dan Quisenberry,Q5214238,330270
Willy Brandt,Q2514,49260
Nikki Flores,Q7035220,29635855
Jascha Heifetz,Q243472,312284
Alex Jennings,Q1260893,578698
Daniel Dae Kim,Q299700,1084470
John Rossant,Q15434033,29552542
Bill Ritter,Q119255,3145443
Jim Bollman,Q6193736,15025313
Wilbur Smith,Q357970,498574
Grant Lewis,Q526891,21835111
Margaret Sayers Peden,Q6759871,9693588
Gunston Hall,Q1554859,3475564
Joe Arpaio,Q1372167,6260914
Henri Regnault,Q553571,302803
Alan Embree,Q2748489,741252
Patricia Walsh,Q4476167,38843728
Michael Rosenbaum,Q311613,103273
Guinevere Van Seenus,Q3779682,39326531
B. J. Ryan,Q4834052,1510309
Randall Bramblett,Q7291513,3717856
Patty Kim,Q7148713,3845260
Roger L. Gregory,Q7358260,4645942
Joel Przybilla,Q1390262,2468430
Dave Alvin,Q1173086,484247
Abhisit Vejjajiva,Q174267,2859905
Bill Noble,Q4910347,13273084
Eric Mann,Q19840405,45560191
Jim Delany,Q6132536,8772750
Byron Hurt,Q5004391,16167846
Sandy Dumbrowski,Q611626,142898
George Loewenstein,Q5541802,2979482
Samuel Palmer,Q982251,480290
Bob Mackie,Q3435802,2865559
Barron H. Lerner,Q4863808,9572451
Dixie Walker,Q5284905,1564956
Josh Byrnes,Q16201977,3063335
Glen Sather,Q280813,1420442
Paul Begala,Q706803,514933
Donald Tai Loy Ho,Q1320894,264889
Dave Miley,Q5229389,7311916
Mani Haghighi,Q340036,7243386
Georges Simenon,Q128790,182032
Daniel T. Jones,Q5218883,11590866
Susan Saint James,Q259559,937621
Kim Delaney,Q231780,657496
Andreas Dresen,Q72021,28070275
Tanith Belbin,Q238066,1298485
Riley Skinner,Q7334235,7293111
Jeff Greenfield,Q6173956,11971530
Piet Mondrian,Q151803,4865795
Marian Wilson,Q6761973,19753391
Karen Wood,Q16228347,42283899
Lennie Tristano,Q586994,756772
Sonny Mehta,Q7562067,3808685
Norman Bates,Q2467893,50662
Peter Macdissi,Q7175583,13208544
Raquel Zimmerman,Q242592,4416173
Claude Montana,Q1096995,5511688
Charles W. Colson,Q451808,410934
Jessica Prentice,Q3177675,14048670
Ray Blum,Q7297205,25047327
Frank Freeman,Q385032,22245525
Toby Lightman,Q3530180,3117414
Neil Strauss,Q519984,2959635
Emmanuelle Beart,Q106458,169157
Robert Benchley,Q1790472,847111
Gerard Oury,Q470798,6043473
Tony Conrad,Q481477,215992
Jeremy D. Fogel,Q6181356,21810446
Polly Dunbar,Q7225788,19167596
